2017-11-08T14-31-58,( - ),( C ),no peaks found,<0, no peaks found,<0
00341fbf-3ab2-43f2-aa46-d8436b1cd48b,( ++ ),( A ),Staphylococcus epidermidis,2.22,Staphylococcus epidermidis,2.19
0385e53d-0294-4854-8cd1-9f689f19da7b,( + ),( B ),Enterococcus faecalis,1.99,Enterococcus faecalis,1.96
052eb81f-7938-44c8-81dd-3f578e7d0eb6,( - ),( C ),not reliable identification,1.59,not reliable identification,1.57
05b0a60f-066f-47f4-ae6a-0f25fb6ca6f2,( ++ ),( A ),Staphylococcus epidermidis,2.11,Staphylococcus epidermidis,2.06
097a6281-dd52-4e7b-bb26-e5836ee7e2d8,( +++ ),( B ),MIX!Neisseria subflava,2.56,Neisseria subflava,2.38
0b26c463-4566-4da6-9a53-f32b5780c90d,( +++ ),( A ),Enterococcus faecalis,2.53,Enterococcus faecalis,2.42
142f5c65-8526-48f9-87f2-02615bda2072,( +++ ),( B ),Proteus vulgaris,2.62,Proteus vulgaris,2.44
1a1b34c8-4450-45eb-8704-fbd794a6f626,( - ),( C ),not reliable identification,1.67,not reliable identification,1.65
2e25129f-b107-4509-9943-9e70c00b099e,( +++ ),( A ),Escherichia coli,2.46,Escherichia coli,2.35
2ec13ac5-4e9f-4441-9893-49f8feee629b,( +++ ),( B ),Proteus vulgaris,2.57,Proteus vulgaris,2.45
35f638b4-4168-49c4-b118-183852cd4ff5,( ++ ),( A ),Staphylococcus epidermidis,2.17,Staphylococcus epidermidis,2.08
3ac4a237-8e8b-47ba-9f4a-e1c8bbd73e4d,( +++ ),( B ),Proteus vulgaris,2.57,Proteus vulgaris,2.45
4267260d-b9bc-4da4-bc32-a0e31f460cf4,( +++ ),( A ),Enterococcus gallinarum,2.4,Enterococcus gallinarum,2.34
42efde56-8c5c-4495-8f7d-a647020d3dcc,( +++ ),( A ),Proteus mirabilis,2.48,Proteus mirabilis,2.37
48d86a0c-9cf9-4b77-8ac5-5b754d68f217,( +++ ),( B ),Serratia marcescens,2.41,Serratia marcescens,2.27
51c4cdf9-4679-4686-a66d-5b9db3f0ea16,( ++ ),( A ),Candida glabrata,2.29,Candida glabrata,2.26
562c8a21-9177-4aa3-83f5-39d8aca1fc1e,( - ),( C ),no peaks found,<0, no peaks found,<0
5bb67f1e-85d2-4272-b407-49af496ed5e7,( ++ ),( A ),Staphylococcus epidermidis,2.18,Staphylococcus epidermidis,2.13
69434488-b4b3-460c-bee4-0c388ee9a8ae,( +++ ),( A ),Enterococcus faecalis,2.41,Enterococcus faecalis,2.38
6b9c18d1-6591-4389-a807-3f918ce8b9d9,( +++ ),( A ),Enterococcus faecium,2.48,Enterococcus faecium,2.29
7f807e86-de55-432b-bc26-71bb0c8fb957,( ++ ),( A ),Staphylococcus pasteuri,2.1,Staphylococcus pasteuri,2.09
8a52a8bf-0ecb-46f9-a356-547dd5456d19,( +++ ),( A ),Streptococcus urinalis,2.47,Streptococcus equi_ssp_zooepidemicus,1.92
8edc5241-8c30-40db-825b-588456442fc0,( ++ ),( A ),Streptococcus oralis,2.06,Streptococcus oralis,2.04
a479c6f1-dc2c-4bb7-9ae5-5a246e399ca8,( ++ ),( A ),Staphylococcus epidermidis,2.17,Staphylococcus epidermidis,2.11
a9fba44f-0802-4636-bde6-2f8995113be0,( ++ ),( A ),Streptococcus agalactiae,2.29,Streptococcus agalactiae,2.25
b9be02ab-0d52-47fe-9dc2-d43ff5f7569b,( +++ ),( B ),Proteus vulgaris,2.57,Proteus vulgaris,2.41
c84d6914-a0d5-49b0-87f1-288363e7e69f,( ++ ),( A ),Stenotrophomonas maltophilia,2.18,Stenotrophomonas maltophilia,2.09
dc1ae823-8911-4870-8f6a-b240a70c5377,( ++ ),( A ),Staphylococcus epidermidis,2.21,Staphylococcus epidermidis,2.14
dc2e3ebf-d894-40fe-b973-d8782e3db88a,( +++ ),( B ),Proteus vulgaris,2.52,Proteus vulgaris,2.33
e78cd3fa-a037-4cf6-bb5d-daab1443bb76,( +++ ),( B ),Proteus vulgaris,2.49,Proteus vulgaris,2.36
eb667321-180e-42f4-b8e1-b9a19405195d,( +++ ),( A ),Dermabacter hominis,2.38,Dermabacter hominis,2.28
f3aa47fa-737f-4f8f-81ba-78c9edb28b27,( +++ ),( A ),Lactobacillus rhamnosus,2.31,Lactobacillus rhamnosus,2.11
f3f4cd1b-aa26-465a-af8b-77fb0f5234aa,( +++ ),( B ),Enterobacter cloacae,2.42,Enterobacter cloacae,2.25
09ee7b0e-a39b-450e-8600-fed29dc96107,( - ),( C ),no peaks found,<0, no peaks found,<0
2be07546-81a2-4f62-8427-40122de54e01,( ++ ),( A ),Streptococcus constellatus,2.07,Streptococcus constellatus,2.04
64d7ad80-f953-48c7-b73c-b41028343cb5,( - ),( C ),no peaks found,<0, no peaks found,<0
6777b66a-1be7-4991-ab13-7d8615880462,( + ),( B ),Propionibacterium acnes,1.77,Propionibacterium acnes,1.71
7b67b67b-c6ff-4b96-adc7-a5e4524fe09d,( - ),( C ),no peaks found,<0, no peaks found,<0
aaafac80-ccab-417b-9353-0648a56275d3,( - ),( C ),no peaks found,<0, no peaks found,<0
4db8240c-a3fa-4f44-beab-5c3529e9486a,( +++ ),( A ),MIX!Streptococcus agalactiae,2.58,Streptococcus agalactiae,2.34
68085a65-6518-4dbf-b08b-8e264bd184bb,( ++ ),( A ),Staphylococcus epidermidis,2.27,Staphylococcus epidermidis,2.04
9aeffa68-6f55-4a15-80fb-b7711861b320,( ++ ),( A ),Staphylococcus capitis,2.25,Staphylococcus capitis,2.22
a3828150-2d51-4aef-aa1e-b23a9894575b,( +++ ),( A ),Pseudomonas aeruginosa,2.48,Pseudomonas aeruginosa,2.41
ae5826fb-8639-4ad2-8a93-7e04394b44ee,( +++ ),( A ),Pseudomonas aeruginosa,2.58,Pseudomonas aeruginosa,2.47
bb4294db-29c0-402f-a758-b6109b2d8fb7,( ++ ),( A ),Staphylococcus epidermidis,2.2,Staphylococcus epidermidis,2.08
c30b9088-bc3c-431d-972a-98f7dd95aa3f,( +++ ),( A ),MIX!Brevibacterium celere,2.38,Brevibacterium celere,2.26
cb3b2352-a67b-4bc0-8c79-1b5b28bd33e1,( ++ ),( A ),Candida tropicalis,2.25,Candida tropicalis,2.17
cf5d45d1-ad8f-45bf-9180-ed9f4e76da4c,( ++ ),( A ),Candida tropicalis,2.22,Candida tropicalis,2.1
d8f5e23d-4735-4778-b596-ee3f9d37741a,( +++ ),( A ),Staphylococcus hominis,2.34,Staphylococcus hominis,2.31
d9e3018e-6c88-4d3a-8f71-64d1f7e2738b,( +++ ),( A ),Pseudomonas aeruginosa,2.54,Pseudomonas aeruginosa,2.44
fcaf5073-338d-4feb-bc4a-24f740968f59,( +++ ),( A ),Enterococcus faecium,2.62,Enterococcus faecium,2.53
708638e6-8616-46ab-af4b-675e460e7500,( + ),( B ),Candida tropicalis,1.83,Candida tropicalis,1.75
8ee8b7d8-eba1-485b-a51b-9adedfd11a43,( + ),( B ),Candida tropicalis,1.94,Candida tropicalis,1.9
9a35bd1c-13f5-4279-8a86-f342e0e6bd0a,( - ),( C ),not reliable identification,0.96,not reliable identification,0.91
db1bb6cd-74be-49a4-aea6-10e3e87a10aa,( + ),( B ),Candida tropicalis,1.72,not reliable identification,1.66
035ef277-c750-4335-86a1-399759532b99,( +++ ),( A ),Pseudomonas aeruginosa,2.48,Pseudomonas aeruginosa,2.38
0c780027-58b9-4f94-8180-f8a5bbabb667,( +++ ),( A ),Staphylococcus lugdunensis,2.38,Staphylococcus lugdunensis,2.33
1e8bda1d-59a5-4d56-a979-80d33ea34dcb,( +++ ),( A ),Pseudomonas aeruginosa,2.44,Pseudomonas aeruginosa,2.36
3e13b9da-7664-43d2-887d-9356f0520b63,( +++ ),( C ),Klebsiella oxytoca,2.46,Klebsiella oxytoca,2.36
501ca5f9-c4e6-4b39-88eb-f6f6e83bdd59,( +++ ),( C ),Proteus mirabilis,2.45,Proteus mirabilis,2.39
56b60a99-c138-4aaf-9f62-a91251fd7294,( +++ ),( A ),Pseudomonas aeruginosa,2.5,Pseudomonas aeruginosa,2.39
58517b73-9af2-40df-a159-22d1ba51d918,( +++ ),( A ),Pseudomonas aeruginosa,2.51,Pseudomonas aeruginosa,2.39
6ee508e0-b781-4023-96b2-07c3867edfc3,( ++ ),( A ),Streptococcus mitis,2.14,Streptococcus mitis,2.02
700ba520-6a69-400a-a1fc-65d9baeb0a10,( ++ ),( B ),Streptococcus mitis,2.16,Streptococcus mitis,2.15
770a7eb5-1761-4447-898f-941e2b0ee96d,( ++ ),( A ),Candida glabrata,2.11,Candida glabrata,2.09
7c988797-5a3e-45d3-8f61-db5388313859,( +++ ),( A ),Proteus mirabilis,2.44,Proteus mirabilis,2.42
7e5863e1-7d88-462f-9471-f5b0aa04cdb5,( +++ ),( A ),Pseudomonas aeruginosa,2.48,Pseudomonas aeruginosa,2.4
83623d24-8088-4aee-90df-a9f992b9657b,( +++ ),( C ),MIX!Pseudomonas aeruginosa,2.53,Pseudomonas aeruginosa,2.52
862fbda9-546b-4d84-b45f-fda01f0d2f60,( +++ ),( A ),Enterococcus faecium,2.59,Enterococcus faecium,2.55
aad30800-fe2f-49ad-b080-c9b7eddc5e49,( +++ ),( B ),Enterobacter cloacae,2.42,Enterobacter cloacae,2.35
c99b49eb-afc0-4ee3-8aff-fea79e2e21b7,( +++ ),( C ),Klebsiella oxytoca,2.34,Klebsiella oxytoca,2.34
cfc069de-d57a-4d60-9dc9-dc70c0604277,( +++ ),( A ),MIX!Acinetobacter pittii,2.53,Acinetobacter pittii,2.52
e3d22295-c0bb-4230-b612-cc1fccb19f16,( +++ ),( B ),MIX!Acinetobacter pittii,2.53,Acinetobacter baumannii,2.43
e4253fd3-f23e-4e60-91fa-3b6bad3316c3,( ++ ),( A ),Staphylococcus epidermidis,2.17,Staphylococcus epidermidis,2.08
e56a7ffb-48f6-4903-aa10-ff3da8c5ea6d,( +++ ),( B ),Streptococcus intermedius,2.57,Streptococcus intermedius,2.55
ee336711-5f05-49b9-b697-831577d88b90,( +++ ),( A ),Enterococcus faecalis,2.51,Enterococcus faecalis,2.47
034e70bf-cfcb-41a9-83f5-4284b9c8f977,( ++ ),( A ),Streptococcus anginosus,2.07,Streptococcus anginosus,1.9
086e9ec8-2dc6-4994-8270-6b5b769f7530,( +++ ),( A ),Enterococcus faecalis,2.42,Enterococcus faecalis,2.39
1108ebe8-a183-4d16-b753-959d352a245b,( +++ ),( A ),Staphylococcus aureus,2.38,Staphylococcus aureus,2.38
11fd005c-cfe0-422f-b0cd-92a0eea95aa2,( ++ ),( B ),Enterobacter cloacae,2.27,Enterobacter cloacae,2.22
1c41b204-b509-49d5-b1a5-6383915ec023,( ++ ),( A ),Streptococcus anginosus,2.09,Streptococcus anginosus,2
2c2b8047-8f15-4378-b057-917610421d71,( ++ ),( A ),Staphylococcus epidermidis,2.19,Staphylococcus epidermidis,2
394b9e1c-29a5-416f-a51a-3aff0fd6bc7e,( +++ ),( B ),Klebsiella pneumoniae,2.49,Klebsiella pneumoniae,2.41
45780bc0-c840-447c-8150-a83a3d9fab89,( ++ ),( A ),Staphylococcus epidermidis,2.26,Staphylococcus epidermidis,1.99
45915822-4de9-42ea-a0da-d0afe8d8d004,( ++ ),( A ),Staphylococcus epidermidis,2.21,Staphylococcus epidermidis,2.02
49c8e27e-b1ab-43d6-b558-075d9d686772,( ++ ),( A ),Bacillus cereus,2.05,Bacillus cereus,2.05
506572f8-11bf-4da0-9f6a-89870f445b3d,( +++ ),( A ),Escherichia coli,2.41,Escherichia coli,2.32
5305b744-dd6e-4a19-ac18-4778b824159e,( +++ ),( A ),Staphylococcus aureus,2.41,Staphylococcus aureus,2.32
54d3977b-9a4e-4ef4-a718-a693faf09e23,( ++ ),( A ),Actinomyces radingae,2.06,Actinomyces radingae,1.93
6aee835a-28af-4de4-8d32-24140a2e483c,( ++ ),( A ),Streptococcus agalactiae,2.24,Streptococcus agalactiae,2.22
6e81f77e-65e4-4a0a-bd24-8cbae004de2b,( +++ ),( A ),Staphylococcus hominis,2.33,Staphylococcus hominis,2.26
783694c8-97b9-424e-9262-9cb21f1d6d5b,( ++ ),( A ),Staphylococcus haemolyticus,2.26,Staphylococcus haemolyticus,2.18
79c5b3e7-0a4b-4f9f-ac9b-6e68813e8ac0,( ++ ),( A ),Staphylococcus epidermidis,2.13,Staphylococcus epidermidis,2.09
7c1efe17-e66d-4fdf-89f6-22cc08d6b183,( ++ ),( A ),Lactococcus garvieae,2.2,Lactococcus garvieae,2.09
7c9e4cb8-c645-46d1-983c-f3f0278b7f66,( ++ ),( A ),Staphylococcus epidermidis,2.29,Staphylococcus epidermidis,2.17
835a2276-e390-4ac0-9a73-0664d20a0008,( ++ ),( A ),Enterococcus faecium,2.18,Enterococcus faecium,1.88
85efebe2-5320-44a4-8f6c-1f3b09494b04,( +++ ),( A ),MIX!Actinotignum sanguinis,2.51,Actinotignum sanguinis,2.51
868a4e12-edb6-466f-975c-dc048db5f7c4,( +++ ),( A ),Staphylococcus capitis,2.35,Staphylococcus capitis,2.21
8833d3f7-37ea-4674-a222-2564213a34f9,( ++ ),( A ),Actinomyces odontolyticus,2.02,Actinomyces odontolyticus,1.98
8e729d31-ad33-4495-86d2-502fe36ca037,( ++ ),( A ),Staphylococcus lugdunensis,2.27,Staphylococcus lugdunensis,2.25
99ea3767-0fc2-40f0-8c14-dece7a575a46,( ++ ),( A ),Staphylococcus epidermidis,2.14,Staphylococcus epidermidis,2.08
b1707098-cca4-466d-8b37-1b15d6d8e524,( +++ ),( A ),Staphylococcus aureus,2.43,Staphylococcus aureus,2.39
b52acc85-43e3-45b1-85cd-0a143661a422,( +++ ),( A ),Pseudomonas aeruginosa,2.37,Pseudomonas aeruginosa,2.33
b752e33f-3d74-434d-8b41-447e6fce5740,( +++ ),( A ),Enterococcus faecium,2.34,Enterococcus faecium,2.21
c0976772-1b03-4505-82f9-ba6451b6e987,( +++ ),( A ),Staphylococcus aureus,2.39,Staphylococcus aureus,2.38
c236fdee-69ff-4a29-80c3-d1eb99dcbe67,( +++ ),( A ),Enterococcus faecalis,2.5,Enterococcus faecalis,2.47
c4444f61-41f7-4b86-abf2-f22346cd0200,( +++ ),( A ),Enterococcus faecium,2.49,Enterococcus faecium,2.47
c797a79a-d01b-4fe2-b3ab-4456d27e2e9e,( ++ ),( A ),Staphylococcus epidermidis,2.12,Staphylococcus epidermidis,2.02
c8827921-1e81-493d-9ae5-2229b88ea93c,( ++ ),( A ),Staphylococcus epidermidis,2.15,Staphylococcus epidermidis,2.09
daaed7b5-2383-4177-aa59-91556e6eb678,( ++ ),( A ),Staphylococcus hominis,2.24,Staphylococcus hominis,2.23
daba04c7-0255-468d-9b4b-74508f93db21,( ++ ),( A ),Actinomyces radingae,2.06,Actinomyces radingae,2.06
ddb0c98d-7e9e-4308-b25c-bc93f339c347,( +++ ),( A ),Lactobacillus rhamnosus,2.4,Lactobacillus rhamnosus,2.39
e52a9f7e-e1d2-4a4f-83ed-aa5a396be77f,( +++ ),( A ),Staphylococcus aureus,2.39,Staphylococcus aureus,2.35
ea61afa9-ece6-430b-b8da-d1479a629ea7,( ++ ),( A ),Staphylococcus capitis,2.22,Staphylococcus capitis,2.17
ee111aa4-98c2-4d0a-8df0-df0b4a70f762,( ++ ),( A ),Staphylococcus aureus,2.25,Staphylococcus aureus,2.18
f29992db-a18c-4c12-8291-7e6893355af3,( ++ ),( A ),Staphylococcus epidermidis,2.24,Staphylococcus epidermidis,2.03
fd286550-8b57-4d61-98ae-aa1b58124f99,( +++ ),( A ),Enterococcus faecium,2.51,Enterococcus faecium,2.46
1c6df443-c99a-4343-8818-dadf697d4d05,( - ),( C ),not reliable identification,1.32,not reliable identification,1.31
211ac542-b7f6-43f3-a0df-d3f1cf56cb6d,( ++ ),( A ),Streptococcus pneumoniae,2.14,Streptococcus pneumoniae,1.95
266193bc-02e1-4b8d-9dab-e7c542e931d7,( ++ ),( A ),MIX!Propionibacterium avidum,2.14,Propionibacterium avidum,1.95
4eb0b957-709e-4d20-8b02-9637f8581781,( + ),( B ),Corynebacterium tuberculostearicum,1.99,Corynebacterium tuberculostearicum,1.75
9d36b425-4fe4-43e6-ac28-19275006353b,( + ),( B ),Finegoldia magna,1.97,Finegoldia magna,1.9
a100770c-add6-44f3-bfb8-6d03d11789f5,( + ),( B ),Staphylococcus pasteuri,1.79,Staphylococcus warneri,1.75
a8d42fa2-9590-438a-8a4f-177d702469e1,( - ),( C ),not reliable identification,1.4,not reliable identification,1.26
d4222f69-4efc-494a-be33-774004721027,( - ),( C ),not reliable identification,1.65,not reliable identification,1.52
db8bbfb2-dfbe-462d-8fd7-69184a476a93,( - ),( C ),not reliable identification,1.63,not reliable identification,1.54
ed50915f-e28f-465e-b7ce-4c2c7f903b16,( + ),( B ),Corynebacterium amycolatum,1.9,Corynebacterium amycolatum,1.78
ef2cdff1-4519-4542-ac93-2b1e61cfed63,( + ),( B ),Propionibacterium acnes,1.85,Propionibacterium acnes,1.78
0c30e1ae-3bb4-4163-b0a7-0af5396c3d29,( +++ ),( A ),Escherichia coli,2.45,Escherichia coli,2.36
19479067-4645-4f8c-89a8-05b9cfb9cba6,( +++ ),( A ),Escherichia coli,2.49,Escherichia coli,2.44
256d94b0-1ae5-43b2-b2bb-982cd36271d3,( +++ ),( A ),Pseudomonas aeruginosa,2.31,Pseudomonas aeruginosa,2.2
3b13852f-3c07-43a7-b36c-2065765a97c9,( +++ ),( A ),Pseudomonas aeruginosa,2.39,Pseudomonas aeruginosa,2.25
5c6decd6-aeb6-4af7-ac20-b1774954fb94,( +++ ),( A ),Pseudomonas aeruginosa,2.38,Pseudomonas aeruginosa,2.25
5fbe43c6-984f-4721-b5d4-cf27efd2e6cb,( +++ ),( A ),Escherichia coli,2.39,Escherichia coli,2.32
63edff6a-f2f6-4802-9667-efaec47ebbda,( +++ ),( A ),Escherichia coli,2.48,Escherichia coli,2.38
64ab18fd-6495-43b0-a036-d4438edd76b5,( +++ ),( A ),Acinetobacter ursingii,2.45,Acinetobacter ursingii,2.32
6d30e204-77f2-4468-8b82-c6efd3ce97d2,( +++ ),( A ),Escherichia coli,2.46,Escherichia coli,2.4
82198019-fc4c-45a8-91ba-6f0c45a268bb,( ++ ),( A ),Staphylococcus aureus,2.25,Staphylococcus aureus,2.22
8890ac4f-1708-45ed-a9c3-291ceeea898a,( +++ ),( A ),Escherichia coli,2.49,Escherichia coli,2.41
8959af57-6cc9-42c1-9af3-434d9bd321af,( +++ ),( A ),Staphylococcus aureus,2.42,Staphylococcus aureus,2.39
a17065e2-0f3e-4a76-bead-593b684bfdb5,( +++ ),( A ),Escherichia coli,2.45,Escherichia coli,2.33
b0ac6c93-e38b-4f22-be67-eea66bf96771,( +++ ),( A ),Pseudomonas aeruginosa,2.35,Pseudomonas aeruginosa,2.19
bd3d080c-92ca-49ff-a060-8b4ecd3ed0eb,( +++ ),( A ),Pseudomonas aeruginosa,2.31,Pseudomonas aeruginosa,2.2
e2627a55-d3c4-4cfd-8441-96b150faf3b4,( +++ ),( A ),Pseudomonas aeruginosa,2.43,Pseudomonas aeruginosa,2.25
f1ce8f7e-af43-4183-a044-493de155cb44,( +++ ),( A ),Pseudomonas aeruginosa,2.33,Pseudomonas aeruginosa,2.26
0144c113-7c3b-4f7a-9cb3-dd93d9681b8f,( ++ ),( A ),Staphylococcus epidermidis,2.13,Staphylococcus epidermidis,2.03
06fd7711-c746-4690-b5a7-fe8f4c9eb389,( +++ ),( B ),MIX!Klebsiella pneumoniae,2.6,Klebsiella pneumoniae,2.5
0a4b749c-f1f9-4a22-9250-5311e28f8318,( +++ ),( A ),Turicella otitidis,2.31,Turicella otitidis,2.14
11c06670-9926-40ae-9a53-cffa5b3de3ea,( ++ ),( A ),Actinomyces turicensis,2.21,Actinomyces turicensis,2.16
149e519a-c875-40fa-935e-9220087efe28,( ++ ),( A ),Staphylococcus epidermidis,2.16,Staphylococcus epidermidis,2.09
17ef16b4-2134-4505-a513-102c5937f85b,( +++ ),( A ),Staphylococcus caprae,2.38,Staphylococcus caprae,2.25
1a193418-1fcd-4612-b648-7b761f41a663,( ++ ),( A ),Staphylococcus epidermidis,2.13,Staphylococcus epidermidis,2.01
22c9e3c7-2ff1-44d4-b76a-52a37cd16472,( +++ ),( A ),Escherichia coli,2.48,Escherichia coli,2.27
23a60e0e-945a-442c-80ae-aadccc197f3e,( ++ ),( A ),Staphylococcus epidermidis,2.18,Staphylococcus epidermidis,2.18
24bfdee6-e968-430a-8962-f22c9c972f50,( ++ ),( A ),Staphylococcus lugdunensis,2.28,Staphylococcus lugdunensis,2.19
25c21a87-4368-4491-82c8-181229884c24,( +++ ),( B ),Klebsiella pneumoniae,2.46,Klebsiella pneumoniae,2.46
29ef6bff-d491-4c13-a4d0-f19168e9c6a5,( +++ ),( A ),Hafnia alvei,2.42,Hafnia alvei,2.42
2b12d310-3072-4e02-b472-9a5f2054f29d,( +++ ),( A ),Actinomyces turicensis,2.3,Actinomyces turicensis,2.29
397c5009-57ec-4a8b-a871-94b98efc7a61,( +++ ),( A ),Staphylococcus aureus,2.5,Staphylococcus aureus,2.45
3c5c78ab-591b-4421-bd43-9d0202319487,( +++ ),( A ),Staphylococcus aureus,2.46,Staphylococcus aureus,2.4
3e69ccf2-d939-46b0-9617-0ec8499c8cec,( +++ ),( A ),Staphylococcus epidermidis,2.32,Staphylococcus epidermidis,2.15
4461c997-cb15-4ee3-b483-b065782a5849,( +++ ),( A ),Rothia dentocariosa,2.3,Rothia dentocariosa,2.27
45e894e9-95af-4765-ae89-f98f91973629,( ++ ),( A ),Candida albicans,2.25,Candida albicans,2.21
47293498-7b9d-4e1d-a9f8-a604251b3371,( +++ ),( A ),Staphylococcus aureus,2.47,Staphylococcus aureus,2.38
492e2fbb-7411-439f-a363-c7fd72239ac1,( + ),( B ),Staphylococcus epidermidis,1.96,Staphylococcus epidermidis,1.94
4fd14162-30a6-4425-90de-f80ded898277,( +++ ),( A ),Rothia mucilaginosa,2.49,Rothia mucilaginosa,2.41
5013e9fc-9f16-4555-a377-1fbf6dcd738a,( ++ ),( A ),Staphylococcus epidermidis,2.12,Staphylococcus epidermidis,2.12
50889955-16ee-4348-9524-bcd1daa4161a,( ++ ),( A ),Staphylococcus epidermidis,2.22,Staphylococcus epidermidis,2.13
51dafa60-a406-4a04-bc30-5b9796b9e3e7,( ++ ),( A ),Escherichia coli,2.23,Escherichia coli,2.18
5a036a12-c7c5-4715-a8f2-f9741b35703a,( +++ ),( A ),Staphylococcus hominis,2.41,Staphylococcus hominis,2.4
5d6f7481-8dbb-4a16-83c3-d1d3c9ca42c3,( +++ ),( A ),Streptococcus pyogenes,2.52,Streptococcus pyogenes,2.4
5e59e289-3bf0-45b2-86df-7022a8cc9e6c,( +++ ),( A ),Dermabacter hominis,2.32,Dermabacter hominis,2.32
64715a0e-2864-4965-8f17-b10ca0782723,( ++ ),( A ),Staphylococcus epidermidis,2.09,Staphylococcus epidermidis,2.02
65d4c100-d591-4264-8ff6-35b1f7826a1e,( ++ ),( A ),Staphylococcus epidermidis,2.17,Staphylococcus epidermidis,2.1
6c298bd7-c01d-434a-a219-86e6183ca403,( ++ ),( A ),Staphylococcus epidermidis,2.16,Staphylococcus epidermidis,2.14
6cd6878e-6414-454c-bb5b-c0859b7fc0bb,( ++ ),( A ),Staphylococcus epidermidis,2.13,Staphylococcus epidermidis,2.11
6ef58765-7d62-46fa-a2c3-3d8886e5ff0f,( +++ ),( A ),MIX!Haemophilus parainfluenzae,2.36,Haemophilus parainfluenzae,2.29
741a4d71-a957-4342-8ed2-0a74b5dbcbf3,( +++ ),( A ),Staphylococcus aureus,2.44,Staphylococcus aureus,2.41
7ee8dffb-5b9e-42c8-bfcf-b7fa5718fc9f,( +++ ),( A ),Staphylococcus epidermidis,2.3,Staphylococcus epidermidis,2.2
85ada6f7-7730-47d1-8bf8-141fd39b2d20,( ++ ),( A ),Staphylococcus epidermidis,2.19,Staphylococcus epidermidis,2.1
8d726cb8-b159-47d2-9ead-6cf5de8a6ccb,( +++ ),( A ),Staphylococcus aureus,2.39,Staphylococcus aureus,2.34
90c4f735-0d62-4ed5-b170-ab67d2057f5a,( +++ ),( A ),Staphylococcus aureus,2.45,Staphylococcus aureus,2.4
959a2b0b-5eba-4c87-b9e0-c127e26631b4,( +++ ),( B ),MIX!Acinetobacter baumannii,2.64,Acinetobacter baumannii,2.61
a0bad0b1-10c7-46e1-9c39-fa47d757265d,( +++ ),( A ),Staphylococcus aureus,2.4,Staphylococcus aureus,2.4
a9e05712-aef7-4e90-bc66-3612f783f3ee,( + ),( B ),Streptococcus parasanguinis,1.95,Streptococcus parasanguinis,1.86
bf930722-355c-405f-829b-024cfc4dcb28,( ++ ),( A ),Staphylococcus hominis,2.18,Staphylococcus hominis,2.17
c2f6ef66-1285-4471-87cd-52a054225549,( +++ ),( A ),Staphylococcus aureus,2.43,Staphylococcus aureus,2.41
ca27155b-bade-4998-8441-bd5debf3c3d1,( ++ ),( A ),Staphylococcus aureus,2.29,Staphylococcus aureus,2.26
cddcbab8-89ed-455f-98aa-7cf6603eb302,( +++ ),( B ),MIX!Actinomyces europaeus,2.48,Actinomyces neuii,2.44
db61d9c8-b6d6-4312-a72c-747b294fe799,( ++ ),( A ),Staphylococcus capitis,2.18,Staphylococcus capitis,2.14
dfe4a752-fd71-4ce7-8cb7-3eef9060cf65,( +++ ),( A ),MIX!Haemophilus parainfluenzae,2.55,Haemophilus parainfluenzae,2.42
e0d0268e-7127-45ac-ad73-b0ef88430883,( ++ ),( A ),Staphylococcus epidermidis,2.19,Staphylococcus epidermidis,2.12
e4c0634a-24ef-46fa-88e2-b83b7af89c1b,( ++ ),( A ),Staphylococcus capitis,2.15,Staphylococcus capitis,2.15
e5a80f8b-8d4d-4556-98f7-b1450fa01358,( ++ ),( A ),Staphylococcus epidermidis,2.05,Staphylococcus epidermidis,2.02
e7e1475b-27ae-4e11-8f51-e51aa1067428,( +++ ),( A ),Staphylococcus aureus,2.45,Staphylococcus aureus,2.38
e86d9868-eb3e-43cc-9923-018aa709f861,( +++ ),( A ),Dermabacter hominis,2.35,Dermabacter hominis,2.34
e9fb6736-5b20-493e-937c-afb94043a3d1,( ++ ),( A ),Alcaligenes faecalis,2.14,Alcaligenes faecalis,2.13
ee0d9889-5c5e-4e09-9d71-ec114411b917,( ++ ),( A ),Staphylococcus epidermidis,2.2,Staphylococcus epidermidis,2.13
ef3b175b-9ab3-4e80-8bbf-f243bcc114dd,( +++ ),( A ),Staphylococcus aureus,2.45,Staphylococcus aureus,2.41
f24a2942-8ca6-40cd-b932-05464af2e87d,( +++ ),( A ),Staphylococcus hominis,2.37,Staphylococcus hominis,2.36
f2d98654-4ab4-4296-8996-61e2a4a4fa55,( +++ ),( A ),Moraxella_sg_Branhamella catarrhalis,2.67,Moraxella_sg_Branhamella catarrhalis,2.52
f6cab7fc-3242-40c9-87e5-79d3f632a767,( +++ ),( A ),Haemophilus influenzae,2.4,Haemophilus influenzae,2.37
f9c141f4-7a22-4322-8336-35ea716b0173,( - ),( C ),not reliable identification,1.37,not reliable identification,1.36
ab293ac2-9099-4013-af89-de741c603522,( + ),( B ),Candida krusei,1.74,Candida krusei,1.74
0b5f5cec-49e3-443d-8596-f3279fb0799d,( - ),( C ),not reliable identification,1.27,not reliable identification,1.27
0bc62420-e1e5-4271-96e9-4a9e2bee928c,( - ),( C ),not reliable identification,1.31,not reliable identification,1.3
321d3152-eeb3-45da-bf82-913519d95479,( +++ ),( A ),MIX!Streptococcus agalactiae,2.62,Streptococcus agalactiae,2.59
