3cfdbdc6-cc33-4190-b283-a33892ac5a34;( +++ );( A );Alloscardovia omnicolens;2.44;Alloscardovia omnicolens;2.43;
e66b1988-1967-482a-8c5d-b27062bdb3dd;( +++ );( A );Morganella morganii;2.56;Morganella morganii;2.49;
eb5f2063-ad03-4839-a9e8-a9279b159066;( ++ );( B );Enterobacter asburiae;2.1;Enterobacter cloacae;2.08;
f3cac022-2f37-455f-b09e-6849dda1ee7c;( - );( C );not reliable identification;1.58;not reliable identification;1.51;
8bbf980e-67ab-40ed-9183-cd963ba3c8bd;( ++ );( A );Staphylococcus epidermidis;2.12;Staphylococcus epidermidis;2.02;
f137ab3c-8aec-46f9-9bff-580d1c1890b1;( - );( C );not reliable identification;1.36;not reliable identification;1.13;
23e6d99d-ad58-4f3c-b881-b817e04c3af6;( ++ );( A );Staphylococcus epidermidis;2.11;Staphylococcus epidermidis;1.94;
2e94120a-c454-40b9-865b-da385c4b9d9e;( - );( C );not reliable identification;1.24;not reliable identification;1.22;
2fe9d160-10d3-487f-9180-94878503cab3;( - );( C );not reliable identification;1.29;not reliable identification;1.28;
3ed89a77-697e-4195-9c69-f3045a048631;( + );( B );Staphylococcus hominis;1.93;Staphylococcus hominis;1.93;
4461c438-ddac-4657-bc7d-ff7010bc0d1a;( ++ );( A );Staphylococcus epidermidis;2.08;Staphylococcus epidermidis;1.97;
803c353c-9bd1-44fc-8f80-3ac97f39c7eb;( ++ );( A );Staphylococcus hominis;2.01;Staphylococcus hominis;1.95;
19ea8425-3118-4b8a-9a1f-f04ea52872cf;( + );( B );Staphylococcus epidermidis;1.79;Staphylococcus epidermidis;1.77;
37131c49-91b8-4780-be8e-ac2252634346;( - );( C );not reliable identification;1.37;not reliable identification;1.29;
972add6b-ab2c-4753-a571-c3927821ef69;( - );( C );not reliable identification;1.42;not reliable identification;1.35;
a2b07070-2f1c-48f5-addd-523f8a81d602;( + );( B );Staphylococcus epidermidis;1.71;Staphylococcus epidermidis;1.71;
0232139a-1d0e-4325-be8e-b344c9b66131;( +++ );( A );MIX!Enterococcus faecalis;2.56;Enterococcus faecalis;2.47;
02b017ac-e5d6-4bda-9c0d-046aab4455a4;( +++ );( B );Lactobacillus gasseri;2.33;Lactobacillus gasseri;2.28;
15615cdd-229c-4dd3-bbc3-8f07c6ec9a59;( +++ );( B );Lactobacillus gasseri;2.48;Lactobacillus gasseri;2.34;
1b696aa6-a2dd-40f7-95a7-90f6bdf9e545;( ++ );( A );Staphylococcus caprae;2.12;Staphylococcus caprae;2.05;
2768d35e-db97-40fb-b864-4e17ba61ddb6;( +++ );( A );Enterococcus faecalis;2.4;Enterococcus faecalis;2.38;
2b7c4b7e-e4d7-4b42-a644-560c392cf3ab;( +++ );( A );Streptococcus anginosus;2.46;Streptococcus anginosus;2.35;
2f4ff5a1-cb81-437d-ae66-cc38a867446a;( +++ );( A );Streptococcus anginosus;2.37;Streptococcus anginosus;2.32;
330a168c-c1fa-45de-8e3c-ab2476c3b5f3;( +++ );( A );Lactobacillus gasseri;2.43;Lactobacillus gasseri;2.32;
358f2dc5-247b-4683-b4cb-985ca1117aac;( +++ );( B );Enterobacter cloacae;2.37;Enterobacter cloacae;2.2;
4270ffee-4489-49ff-ab68-058b14a5dd4e;( ++ );( B );Klebsiella pneumoniae;2.25;Klebsiella pneumoniae;2.2;
73640b1f-67e5-4c80-92b2-92239c9d7e53;( ++ );( A );Lactobacillus gasseri;2.16;Lactobacillus gasseri;2.07;
910c67d7-e43d-45ae-beb7-b8bdb60baf12;( +++ );( B );MIX!Enterobacter cloacae;2.43;Enterobacter cloacae;2.32;
9316a541-8217-4d46-931e-a3ec803d13f5;( +++ );( A );Enterococcus faecium;2.4;Enterococcus faecium;2.27;
95be30eb-22cc-442b-8413-d5237a705a81;( ++ );( A );Aerococcus urinae;2.22;Aerococcus urinae;2.16;
a642494a-a12c-4407-96e9-3e9f2594550b;( ++ );( C );Klebsiella oxytoca;2.21;Klebsiella oxytoca;2.2;
af3f0a20-f19f-49c2-9769-81f02798618b;( ++ );( C );Enterobacter cloacae;2.15;Enterobacter cloacae;2.09;
babc7010-b59a-4ab9-96c0-96a7ff97c8ea;( ++ );( A );Streptococcus dysgalactiae;2.22;Streptococcus dysgalactiae;2.16;
bcceb5be-f306-4e4c-b483-68ab1ed64eb1;( ++ );( A );Staphylococcus caprae;2.17;Staphylococcus caprae;2.14;
dabb930d-4647-4a16-9169-f95339c78f2c;( ++ );( B );Enterobacter cloacae;2.23;Enterobacter cloacae;2.19;
e7af89a3-38c3-4a79-a53c-fb97eb109f1d;( +++ );( A );Proteus mirabilis;2.38;Proteus mirabilis;2.33;
e8f0bfd0-d45e-4672-8306-6426a3c0b9bd;( +++ );( A );Staphylococcus aureus;2.37;Staphylococcus aureus;2.35;
ebf97417-9097-42f0-8ee5-0e1a3a90bdc5;( ++ );( A );Lactobacillus jensenii;2.15;Lactobacillus jensenii;2.02;
f9c47cf4-3424-4a49-9468-02e1785b66cf;( +++ );( A );Streptococcus anginosus;2.4;Streptococcus anginosus;2.34;
16c8844c-5f6f-417a-9399-71fff4f9a89f;( +++ );( A );Haemophilus parainfluenzae;2.51;Haemophilus parainfluenzae;2.31;
432d2052-cb6c-4d7f-a07e-6a90eb156903;( + );( B );Corynebacterium jeikeium;1.99;Corynebacterium jeikeium;1.94;
53c6456d-9bb0-441f-a9ad-fb4546426763;( +++ );( A );Streptococcus anginosus;2.34;Streptococcus anginosus;2.28;
55f01ed8-a9d3-4ec1-86fb-7a4d01986052;( +++ );( A );Streptococcus pyogenes;2.43;Streptococcus pyogenes;2.35;
572f861f-8e48-49ba-a506-19dc3d217c68;( +++ );( A );Proteus mirabilis;2.46;Proteus mirabilis;2.44;
8af5d8b0-a7d2-4223-bd45-50fda6738ffc;( +++ );( A );MIX!Bacillus cereus;2.39;Bacillus cereus;2.34;
921f0cdc-77f2-4110-ae56-d58b5d2ff396;( +++ );( A );Actinomyces neuii;2.31;Actinomyces neuii;2.23;
b12c64ae-bfa8-4a17-a0d0-6c8bbc825d39;( +++ );( A );Streptococcus pyogenes;2.46;Streptococcus pyogenes;2.4;
b4891444-6637-4e8f-8dd3-6f1452da94e8;( +++ );( A );Streptococcus pyogenes;2.4;Streptococcus pyogenes;2.35;
dd83f293-3518-461b-88cc-d8fbd7010c2c;( ++ );( A );Escherichia coli;2.21;Escherichia coli;2.16;
00fabe4a-83ed-4192-8345-40970446dac1;( - );( C );no peaks found;< 0;no peaks found;< 0;
58702d19-c505-4206-b317-1044c1ec172e;( - );( C );no peaks found;< 0;no peaks found;< 0;
664e124d-0c97-40b4-893f-5c11173741e3;( - );( C );no peaks found;< 0;no peaks found;< 0;
6c1de8cd-22ca-4bdb-b206-c1572b680f43;( - );( C );not reliable identification;1.34;not reliable identification;1.25;
f3c95806-431b-4837-920d-07b293c4bc0e;( - );( C );no peaks found;< 0;no peaks found;< 0;
06825752-3af3-4cba-b4e7-6040c08748e1;( ++ );( A );Staphylococcus aureus;2.26;Staphylococcus aureus;2.26;
2c016802-31c2-4e19-a5c0-71fc4500799b;( +++ );( B );Enterobacter cloacae;2.3;Enterobacter cloacae;2.16;
3f6b381f-5e36-4309-a0f5-e4616f9487be;( ++ );( A );Stenotrophomonas maltophilia;2.08;Stenotrophomonas maltophilia;2.01;
5b93d6ad-544b-422e-9ae2-29c6cdef0ce1;( +++ );( A );MIX!Stenotrophomonas maltophilia;2.46;Stenotrophomonas maltophilia;2.16;
664e401b-c393-4c97-bc59-899d3e812dbd;( +++ );( A );Staphylococcus haemolyticus;2.33;Staphylococcus haemolyticus;2.13;
7632917d-65a6-40ec-82ca-eedcaad61a25;( +++ );( A );Enterococcus faecalis;2.51;Enterococcus faecalis;2.42;
9df55e8a-70e6-458f-b2dc-9b093212fa67;( +++ );( A );Enterococcus faecalis;2.45;Enterococcus faecalis;2.37;
a1d1f5f3-9ad6-4e4c-80d0-f9e287185a0c;( +++ );( A );Staphylococcus aureus;2.41;Staphylococcus aureus;2.37;
b32f1b85-d47c-45f9-aab2-76e123689634;( +++ );( A );Staphylococcus aureus;2.36;Staphylococcus aureus;2.35;
be2f4aa1-2825-4d3f-8022-404f2f261f0c;( ++ );( A );Staphylococcus haemolyticus;2.18;Staphylococcus haemolyticus;1.92;
c634c478-791d-4721-b5e9-cd9f2ebe908f;( +++ );( B );MIX!Acinetobacter pittii;2.48;Acinetobacter baumannii;2.47;
f52b51f1-9973-4762-b463-a41ed13176c1;( +++ );( B );MIX!Klebsiella pneumoniae;2.52;Klebsiella pneumoniae;2.4;
4358a999-8a6a-4bec-8e2a-e9c1ad3c2879;( ++ );( A );Streptococcus agalactiae;2.25;Streptococcus agalactiae;2.19;
43b72a07-a309-4708-8b8c-240f1285774f;( +++ );( B );Streptococcus vestibularis;2.35;Streptococcus vestibularis;2.26;
58f71f29-f1e4-4828-8acb-34a1ce7ecc3d;( +++ );( B );Streptococcus dysgalactiae;2.39;Streptococcus dysgalactiae;2.26;
805566f9-b218-498a-9bda-5219ac3db375;( ++ );( A );Streptococcus oralis;2.2;Streptococcus oralis;2.17;
8bd1d3a6-2ab6-457e-9834-41960f33f48f;( +++ );( A );MIX!Gardnerella vaginalis;2.6;Gardnerella vaginalis;2.17;
92f7b1ab-ac4e-4995-b1db-faac06f4389a;( ++ );( A );Gardnerella vaginalis;2.21;Gardnerella vaginalis;2.02;
931a1035-5e4f-4387-beba-25bc4f7838b3;( +++ );( A );Streptococcus agalactiae;2.43;Streptococcus agalactiae;2.36;
9db5596d-f8ba-456c-9a57-ed4b035a766a;( +++ );( A );Enterococcus faecalis;2.53;Enterococcus faecalis;2.35;
a090278e-3cc8-44df-9dd2-413542e71bf4;( +++ );( A );Streptococcus agalactiae;2.41;Streptococcus agalactiae;2.34;
a11c80e8-27ed-4537-a1a5-a7db621d65f8;( ++ );( B );Gardnerella sp;2.24;Gardnerella vaginalis;2.15;
a6e38ca1-cace-41e3-8478-b61d9f98a3fe;( +++ );( A );Streptococcus agalactiae;2.45;Streptococcus agalactiae;2.4;
b239ff5a-7b8c-4174-849a-414e0ecc5d32;( +++ );( B );Streptococcus vestibularis;2.34;Streptococcus salivarius;2.25;
b3d9d603-74ab-41ca-a898-3ff89847d293;( ++ );( B );Gardnerella vaginalis;2.18;Gardnerella sp;2.17;
ce5084b9-68a2-4898-aa81-c7a4f17b6dac;( ++ );( A );Streptococcus agalactiae;2.21;Streptococcus agalactiae;2.19;
e20c8120-79de-4563-bb44-96c92e21f1ab;( +++ );( B );Gardnerella vaginalis;2.33;Gardnerella sp;2.09;
e3fdb01c-31d3-4b9b-8bca-a41ff33d5740;( ++ );( A );Gardnerella vaginalis;2.19;Gardnerella vaginalis;2.17;
e9d0e548-8e90-4e41-b1a2-9fb0038ec3df;( ++ );( A );Gardnerella vaginalis;2.22;Gardnerella vaginalis;2.2;
14c20295-3e96-44b7-a6a9-a1fae8236ade;( ++ );( A );Lactobacillus iners;2.17;not reliable identification;1.36;
2c18c758-d52b-49de-89a5-f1e3b23303b5;( +++ );( A );Gardnerella vaginalis;2.45;Gardnerella vaginalis;2.39;
a88422b5-b946-4264-8b71-b786f71b8f05;( ++ );( A );Gardnerella vaginalis;2.23;Gardnerella vaginalis;2.15;
d218d9d4-159a-4be8-90c0-b1420020cbd4;( ++ );( A );Lactobacillus iners;2.12;not reliable identification;1.44;
da525b4b-b141-48a9-b3b2-a284e4bd2fd8;( ++ );( A );Gardnerella vaginalis;2.29;Gardnerella vaginalis;2.17;
e7fde3a6-621b-4db4-bb4d-25605b80d15c;( ++ );( A );Gardnerella vaginalis;2.27;Gardnerella vaginalis;2.21;
ffae25dd-1684-44be-aa9f-b99107d8db27;( ++ );( A );Gardnerella vaginalis;2.15;Gardnerella vaginalis;2.1;
6825b131-793d-4c25-abd7-9653aedc548c;( + );( B );Corynebacterium kroppenstedtii;1.99;Corynebacterium kroppenstedtii;1.97;
11a382bd-e0b3-40ce-bc95-3c17ecddc8c3;( ++ );( A );Lactobacillus delbrueckii;2.21;Lactobacillus delbrueckii;2.17;
152d995f-46d3-415a-8708-58b0763390a7;( +++ );( A );Enterococcus faecium;2.57;Enterococcus faecium;2.37;
2a0145ee-c92b-4db1-a62e-91e80b59b349;( ++ );( A );Morganella morganii;2.2;Morganella morganii;2.15;
3220aa4f-04fe-4f17-b8e1-cdb5f60fd6d5;( ++ );( A );Stenotrophomonas maltophilia;2.03;Stenotrophomonas maltophilia;1.93;
35182322-c6b7-44b3-89a3-36ae8c9b429b;( +++ );( B );Klebsiella pneumoniae;2.41;Klebsiella pneumoniae;2.39;
8905a758-78d0-438f-b6c2-6ba9b0b9b36e;( ++ );( A );Staphylococcus epidermidis;2.13;Staphylococcus epidermidis;1.99;
89e1846d-6b24-47f1-860a-f5d4bac7ec52;( ++ );( A );Candida albicans;2.06;Candida albicans;2.03;
949293c2-fb8a-438e-89f0-d0fcb245dc72;( +++ );( A );MIX!Candida albicans;2.45;Candida albicans;2.13;
f0087364-e073-4f4d-99c4-8962bed8eea2;( ++ );( A );Staphylococcus epidermidis;2.28;Staphylococcus epidermidis;2.18;
57b2fa23-dc12-4a84-891b-23e77b557fdf;( ++ );( A );Serratia marcescens;2.27;Serratia marcescens;2.16;
920d4f8e-95bd-42a5-a059-7125d6de7d55;( +++ );( A );Escherichia coli;2.4;Escherichia coli;2.39;
a8029750-290e-478c-bde2-7087522d1d62;( +++ );( B );Serratia marcescens;2.42;Serratia marcescens;2.36;
aa2d5e9f-ce05-416f-9d7c-b07788a69452;( +++ );( A );Escherichia coli;2.33;Escherichia coli;2.3;
0ecb5366-537d-4e8e-b8d3-92e1498dfed8;( +++ );( A );Streptococcus anginosus;2.36;Streptococcus anginosus;2.3;
34fe2f4a-eb7b-45e2-a4f9-ed8cfcb79465;( +++ );( A );Aerococcus urinae;2.32;Aerococcus urinae;2.11;
3696d1a1-a8dd-4df5-84f2-0b58af45bec5;( +++ );( A );Enterococcus faecalis;2.47;Enterococcus faecalis;2.43;
4a03f5b2-fb34-47a7-ba24-7b00fa67fe9d;( ++ );( A );Staphylococcus epidermidis;2.21;Staphylococcus epidermidis;1.94;
5b0ee833-5ff2-4edf-8709-5b47b988d93e;( +++ );( A );Escherichia coli;2.4;Escherichia coli;2.3;
7c7a3ef5-a1ec-4ddb-a971-e9168d17a10c;( +++ );( B );Lactobacillus gasseri;2.5;Lactobacillus gasseri;2.48;
83e5063a-5132-4e3a-a84b-d4dc24534dbc;( +++ );( B );Proteus vulgaris;2.46;Proteus vulgaris;2.29;
8fedc314-d0c8-4b67-8c20-3890fc048a2c;( +++ );( B );Actinotignum schaalii;2.34;Actinotignum schaalii;2.13;
9039f4d5-6d0f-44f2-be70-04ec66cbbaeb;( +++ );( B );Klebsiella pneumoniae;2.43;Klebsiella pneumoniae;2.43;
98e5e335-33df-41e2-a6ea-4562da33e690;( +++ );( A );Klebsiella pneumoniae;2.42;Klebsiella pneumoniae;2.39;
a353f025-f26c-4fa5-a382-78e8e8141dcc;( ++ );( A );Aerococcus urinae;2.06;Aerococcus urinae;2.01;
afae0dbe-c473-41ee-85ff-8747aeb30b60;( +++ );( A );Escherichia coli;2.52;Escherichia coli;2.46;
e946fb6b-a497-487f-a93d-820c6c0df8dd;( ++ );( A );Streptococcus anginosus;2.24;Streptococcus anginosus;2.15;
f42d319d-23d9-46eb-8f2f-3967233a1d9a;( ++ );( A );Staphylococcus epidermidis;2.11;Staphylococcus epidermidis;2.11;
f85a9868-cdeb-4d1f-b87b-ad9fe896a251;( +++ );( A );Pseudomonas aeruginosa;2.47;Pseudomonas aeruginosa;2.47;
f9806bbb-43f9-44a8-a157-2667c81f7692;( +++ );( A );Enterococcus faecium;2.42;Enterococcus faecium;2.41;
0c18f460-f3ff-4039-ad43-cd9f3d1a2c99;( ++ );( A );Staphylococcus epidermidis;2.17;Staphylococcus epidermidis;2.08;
1e9e35dd-8bd6-4015-ac53-67d934c2b871;( ++ );( A );Gardnerella vaginalis;2.17;Gardnerella vaginalis;2.06;
25109a6d-9273-48f5-91b2-9af22cfff725;( +++ );( A );Enterococcus faecalis;2.45;Enterococcus faecalis;2.28;
267c9289-aa74-4a6f-afff-82f68624f1ac;( +++ );( A );MIX!Corynebacterium minutissimum;2.41;Corynebacterium minutissimum;2.25;
2d821df7-92ab-40d3-aedd-03b51d4387fd;( ++ );( A );Bifidobacterium breve;2.06;Bifidobacterium breve;2.03;
36f8acf0-92ce-4468-a966-e0b5f9607400;( +++ );( A );Gardnerella vaginalis;2.54;Gardnerella vaginalis;2.48;
3c210162-f705-42fc-b89e-673bc7a0b93d;( ++ );( A );Lactobacillus jensenii;2.14;Lactobacillus jensenii;1.96;
40b58db6-d0ff-423f-b94e-9d2fc1458f6e;( + );( B );Lactobacillus jensenii;1.96;Lactobacillus jensenii;1.87;
4be691a1-df49-4467-9948-a77f57a3f8f0;( ++ );( A );Gardnerella vaginalis;2.09;Gardnerella vaginalis;2.02;
662894fc-b549-4bc7-bcaf-a057d7b47164;( ++ );( A );Staphylococcus epidermidis;2.04;Staphylococcus epidermidis;1.98;
6e72da1d-51e6-4307-b5ab-8562e2458ba2;( +++ );( A );Enterococcus faecalis;2.47;Enterococcus faecalis;2.37;
72ea0bae-79b5-49ae-a174-90e9e9067965;( +++ );( A );Enterococcus faecalis;2.32;Enterococcus faecalis;2.27;
7ae97a13-12ef-46d9-b7ff-de81904e3ca5;( +++ );( A );Lactobacillus iners;2.33;not reliable identification;1.38;
83119023-133e-496d-a5d3-1cf29dc75a2c;( +++ );( A );Gardnerella vaginalis;2.43;Gardnerella vaginalis;2.42;
a83ccb85-ca6b-4bd5-92c5-e96b882a24c2;( ++ );( A );Neisseria subflava;2.23;Neisseria subflava;2.14;
a8fa323e-5ef5-40b1-88fe-71a513f0681e;( ++ );( B );Gardnerella sp;2.28;Gardnerella vaginalis;2.2;
aafdf9b1-0662-4615-927a-ff4c3d06964a;( ++ );( A );Gardnerella vaginalis;2.25;Gardnerella vaginalis;2.11;
b4374aad-6157-432e-af94-23709e4e69fd;( ++ );( A );Lactobacillus jensenii;2.15;Lactobacillus jensenii;1.95;
c9421279-6c17-474a-b9d6-f28ead1985c7;( +++ );( A );Gardnerella vaginalis;2.38;Gardnerella vaginalis;2.37;
ce0a21a4-8120-4b3d-b501-34523e9c2c37;( +++ );( A );Streptococcus agalactiae;2.44;Streptococcus agalactiae;2.32;
d01266ea-08e2-4128-9a46-c3b64d9deff2;( ++ );( A );Gardnerella vaginalis;2.13;Gardnerella vaginalis;2.01;
d06bd68b-40dd-4b91-b84c-9098fc457743;( ++ );( A );Corynebacterium tuberculostearicum;2.05;Corynebacterium tuberculostearicum;1.85;
d5f839f4-da37-4015-88ed-7dde9df04354;( +++ );( A );Gardnerella vaginalis;2.47;Gardnerella vaginalis;2.46;
d771333e-ed25-4920-8502-6c657f9fea84;( ++ );( A );Candida albicans;2.09;Candida albicans;2.04;
da63a68e-941a-470b-93ac-2bce4e32c7ef;( +++ );( A );Enterococcus faecium;2.46;Enterococcus faecium;2.42;
dcbcc35c-ee39-46fb-85b0-7ccbb14459b2;( ++ );( A );Gardnerella vaginalis;2.12;Gardnerella vaginalis;2.12;
dfa86304-6c81-4e94-8919-31579289615b;( - );( C );not reliable identification;1.46;not reliable identification;1.28;
e11e542c-7376-4d20-ad12-8544f9ca9755;( +++ );( A );Lactobacillus jensenii;2.37;Lactobacillus jensenii;2;
e29bd2b8-d867-4191-9641-fb45676eefd4;( ++ );( A );Lactobacillus crispatus;2.09;Lactobacillus kitasatonis;1.71;
ec879cc8-c9a0-4c05-b3b0-4cc33d927a55;( +++ );( A );Enterococcus faecalis;2.46;Enterococcus faecalis;2.44;
f63875d1-dc1e-4b39-9987-ebb3c913916b;( +++ );( A );Streptococcus anginosus;2.31;Streptococcus anginosus;2.31;
000eb0e2-2f53-48dc-a6da-28ba045ace54;( +++ );( A );Haemophilus parainfluenzae;2.37;Haemophilus parainfluenzae;2.28;
06317740-37cf-4c8c-909d-fa69d8337362;( ++ );( A );Staphylococcus epidermidis;2.1;Staphylococcus epidermidis;2.09;
3859ce83-0bb0-4e6e-9112-e4e04a4e0a44;( - );( C );not reliable identification;1.54;not reliable identification;1.46;
3fcd7157-4b11-49ae-b25f-2823587fd3a7;( +++ );( A );Streptococcus parasanguinis;2.41;Streptococcus parasanguinis;2.3;
50983b3a-c68c-4491-9f65-bb88b65cf044;( ++ );( A );Staphylococcus hominis;2.29;Staphylococcus hominis;2.18;
872c91ea-fb9f-452b-bb7d-6cf3b743713c;( - );( C );no peaks found;< 0;no peaks found;< 0;
bd4a3a03-7d32-41f9-a068-f9a8151a2ae6;( ++ );( A );Staphylococcus xylosus;2.24;Staphylococcus xylosus;2.14;
e3a1e6c8-2ef6-4d92-9a80-62f500794754;( +++ );( A );MIX!Staphylococcus warneri;2.34;Staphylococcus warneri;1.71;
eadd0af8-e764-4900-a4d0-83f3ec8f4b2f;( ++ );( B );Enterobacter cloacae;2.21;Enterobacter kobei;2.15;
066f3072-0de4-4ec2-bb93-f0a601bcb5e0;( +++ );( B );Citrobacter freundii;2.31;Citrobacter freundii;2.28;
380d7dc0-7f33-4687-b0e9-df8c0beb3286;( ++ );( A );Staphylococcus aureus;2.26;Staphylococcus aureus;2.2;
3fba83b1-603e-40f0-80b0-750eb9b33b07;( - );( C );no peaks found;< 0;no peaks found;< 0;
5aceb68e-09ae-4ef4-a1de-662df59d21dd;( +++ );( A );Pseudomonas aeruginosa;2.42;Pseudomonas aeruginosa;2.31;
5e790838-e1fe-4168-82be-5a029a00db44;( ++ );( A );Pseudomonas aeruginosa;2.16;Pseudomonas aeruginosa;2.14;
88e92d2d-00e9-4221-982b-82268855adbb;( ++ );( B );Candida albicans;2.12;Candida albicans;2.11;
8cd30379-d8d3-4833-925f-f869c2c8112e;( +++ );( A );Actinotignum schaalii;2.33;Actinotignum schaalii;2.14;
9306f3db-f719-4571-83ec-692343471ca6;( +++ );( A );Haemophilus influenzae;2.38;Haemophilus influenzae;2.37;
9b4daa03-33b1-4efa-99bb-5f34878d872e;( ++ );( A );Candida albicans;2.18;Candida albicans;2.15;
b4832bc9-d674-462e-a7a1-97cb73787c46;( - );( C );no peaks found;< 0;no peaks found;< 0;
bb819c90-26c0-462e-af84-d3c258e1334e;( ++ );( A );Candida albicans;2.09;Candida albicans;2.02;
cca8a6ac-5c4d-4b5b-9edb-0f3585658774;( +++ );( B );Gardnerella vaginalis;2.4;Gardnerella sp;2.11;
d36a0b27-7130-4f5e-9e05-afcfc87bd2bc;( ++ );( A );Lactobacillus crispatus;2.15;Lactobacillus crispatus;1.88;
da4a9bba-5837-47cb-a582-3722f8de2628;( +++ );( B );Actinotignum schaalii;2.43;Actinotignum schaalii;2.25;
df28db22-e7ef-4ba5-9b21-467c920641cd;( +++ );( A );Pseudomonas aeruginosa;2.39;Pseudomonas aeruginosa;2.31;
e264241b-8a17-4738-9f84-a139e44884a7;( ++ );( B );Streptococcus mitis;2.15;Streptococcus mitis;2.12;
e5900848-9254-4fb1-a1eb-5c13c3befa0a;( +++ );( B );Klebsiella pneumoniae;2.36;Klebsiella pneumoniae;2.31;
e93eb41c-99b0-4093-bfde-4b5df948268d;( ++ );( B );Streptococcus vestibularis;2.15;Streptococcus salivarius;2.12;
eb5e7cb6-583e-4cb9-8c5b-c8f7562c6ac4;( +++ );( A );Pseudomonas aeruginosa;2.4;Pseudomonas aeruginosa;2.32;
f2562602-4add-46ed-9c33-59a68c82bae9;( +++ );( A );Pseudomonas aeruginosa;2.33;Pseudomonas aeruginosa;2.28;
f8282752-2846-4991-8a40-c8ec084ebc77;( ++ );( A );Staphylococcus saprophyticus;2.29;Staphylococcus saprophyticus;2.14;
fb22a88e-3498-41f8-ab6e-1fbbb7658e08;( +++ );( B );Klebsiella pneumoniae;2.34;Klebsiella pneumoniae;2.23;
00bdeff9-c4cd-4c92-9f18-434e7b3982ce;( ++ );( A );Staphylococcus epidermidis;2.15;Staphylococcus epidermidis;2.13;
054392f2-77a0-48fd-ae90-b8d0337853e8;( +++ );( A );Escherichia coli;2.3;Escherichia coli;2.19;
0a1b101a-a8ab-44dd-936e-77891cc05268;( + );( B );Dermabacter hominis;1.8;not reliable identification;1.6;
0a65a270-2abf-406a-be1a-e569a06cbff5;( - );( C );not reliable identification;1.34;not reliable identification;1.19;
0fac33d3-2e6d-41c8-8c83-91b382753692;( +++ );( A );MIX!Gemella morbillorum;2.73;Gemella morbillorum;2.71;
2e82d6ae-9eef-461e-b743-9486041246d1;( ++ );( A );Staphylococcus epidermidis;2.14;Staphylococcus epidermidis;2.08;
36351cf3-5343-4e02-ba84-9d0e80c366ca;( ++ );( B );Streptococcus salivarius;2.13;Streptococcus salivarius;2.08;
3912ab3e-9fd4-4e08-80eb-0f3fd3babb49;( +++ );( A );Staphylococcus hominis;2.3;Staphylococcus hominis;2.25;
3bf1f98f-83e0-4282-a113-a086e3a62ca1;( ++ );( A );Staphylococcus epidermidis;2.14;Staphylococcus epidermidis;2.06;
3f8e55f2-a975-49ec-a1de-e9d445067606;( +++ );( A );Helcococcus kunzii;2.49;Helcococcus kunzii;2.4;
4ad8ca80-e940-4cf7-b512-30b0aad3c77d;( +++ );( A );Staphylococcus aureus;2.38;Staphylococcus aureus;2.33;
4b85d052-0d4e-4617-85e3-3272bd91a341;( ++ );( A );Escherichia coli;2.22;Escherichia coli;2.15;
4f63adff-d90e-4507-8f49-a2317c449b0b;( +++ );( A );Haemophilus parainfluenzae;2.33;Haemophilus parainfluenzae;2.32;
531fbf18-07bc-4cf8-bc74-3ed7ecae66e3;( ++ );( A );Staphylococcus epidermidis;2.06;Staphylococcus epidermidis;2.05;
5403714d-856b-4337-aeaa-5ee4503b3ba9;( ++ );( A );Staphylococcus epidermidis;2.11;Staphylococcus epidermidis;2.09;
7d046584-060b-4895-8d56-d3601a2795e3;( + );( B );Staphylococcus caprae;1.99;Staphylococcus caprae;1.91;
7f71e8ea-3408-435c-97f8-8357b8d2c19d;( + );( B );Streptococcus mitis;1.74;not reliable identification;1.69;
92c066cd-df8c-4bb5-86ba-efc61e32cab2;( +++ );( A );MIX!Gemella morbillorum;2.42;Gemella morbillorum;2.28;
9869bdcb-9912-4198-80a0-70ec0df3a75a;( ++ );( A );Staphylococcus epidermidis;2.18;Staphylococcus epidermidis;2.17;
9f214912-41ea-466d-a0ae-e0bcff474da6;( +++ );( A );Staphylococcus aureus;2.37;Staphylococcus aureus;2.36;
a9f7d0d9-616a-4496-883b-e815b6e198cd;( ++ );( A );Staphylococcus epidermidis;2.1;Staphylococcus epidermidis;2.08;
b004f656-c4cc-4f08-95ec-c1415f438ce0;( +++ );( A );Haemophilus parainfluenzae;2.36;Haemophilus parainfluenzae;2.35;
b73b2a76-d545-40c6-9af6-173a415c7ae5;( ++ );( A );Staphylococcus capitis;2.08;Staphylococcus capitis;2.05;
b7b62607-1eba-4294-9b54-5bc7c60e79ee;( ++ );( C );Klebsiella oxytoca;2.22;Klebsiella oxytoca;2.22;
bf33865a-e05e-4498-9136-2c8aced54716;( ++ );( A );Staphylococcus epidermidis;2.16;Staphylococcus epidermidis;1.91;
c2d2ffa1-eb0a-412f-b990-616189868332;( +++ );( A );Staphylococcus aureus;2.36;Staphylococcus aureus;2.31;
ce531235-10b4-49af-8ee0-a407e1855de3;( ++ );( A );Staphylococcus epidermidis;2.11;Staphylococcus epidermidis;1.94;
cec43286-b28a-442d-b36a-c57dc1f35720;( ++ );( A );Staphylococcus epidermidis;2.14;Staphylococcus epidermidis;2.08;
cf042373-6879-4188-aa41-e69f4ba007cc;( +++ );( A );MIX!Haemophilus influenzae;2.6;Haemophilus influenzae;2.58;
