12f852d2-17b9-4133-bbd3-47be6e6adf9c;( - );( C );no peaks found;<0;no peaks found;<0;
5f97f9ec-817c-4465-acc6-f2c1445ecd33;( ++ );( A );Actinotignum schaalii;2.08;Actinotignum schaalii;2.04;
615f97ad-5d8e-4d09-b45e-6d8d0e28a93d;( ++ );( B );Gardnerella vaginalis;2.21;Gardnerella sp;2.2;
651e731e-b3b7-4631-ac7a-759a932b6e2d;( ++ );( A );Streptococcus peroris;2;Streptococcus pseudopneumoniae;1.98;
6580e6eb-f8a9-4e92-9b0b-7171fb2e2391;( - );( C );not reliable identification;1.34;not reliable identification;1.3;
7591c30f-f40e-48ff-9c0b-e676b3fbf338;( ++ );( B );Gardnerella vaginalis;2.17;Gardnerella sp;2.15;
788f7c1c-11ac-4bb4-a32c-eb42f9bc602d;( +++ );( A );Escherichia coli;2.45;Escherichia coli;2.31;
7c528dde-ff93-4502-be98-4838959988ad;( ++ );( A );Staphylococcus capitis;2.2;Staphylococcus capitis;2.19;
80a38869-6949-4e00-85e4-235155cbbff2;( +++ );( A );Staphylococcus aureus;2.47;Staphylococcus aureus;2.39;
828a5f32-76be-47a3-a05b-6a98aad6de6f;( ++ );( A );Streptococcus mitis;2.13;Streptococcus mitis;2.09;
866abae0-8129-474f-9118-685b0c060bdf;( ++ );( A );Staphylococcus epidermidis;2.18;Staphylococcus epidermidis;2.14;
93d1c169-344d-4c0a-bbbf-1b7a58e53ef8;( ++ );( A );Actinotignum schaalii;2.18;Actinotignum schaalii;2.17;
93dd4750-c670-4f3c-800d-82eed9275d42;( ++ );( A );Enterococcus avium;2.12;Enterococcus avium;2;
95899b15-3b30-4988-8561-cf60e219e196;( ++ );( B );Lactobacillus gasseri;2.27;Lactobacillus gasseri;2.25;
97e96250-5317-4f95-bfcf-9b5b8232bf14;( ++ );( A );Staphylococcus haemolyticus;2.24;Staphylococcus haemolyticus;2.15;
9f3659bd-1654-40a7-8348-5ca1115e0c89;( ++ );( A );Candida albicans;2.18;Candida albicans;2.18;
a3b230d6-8aa8-4b1d-ad3a-2b8f12f0a827;( +++ );( A );Streptococcus constellatus;2.32;Streptococcus constellatus;2.16;
a7660fa7-28a0-42a8-b9c5-7a7cd2640f19;( +++ );( A );Enterococcus faecalis;2.32;Enterococcus faecalis;2.22;
a9251b13-92a0-499a-b1a2-11dd8b705711;( +++ );( A );Escherichia coli;2.37;Escherichia coli;2.35;
ab3f864f-18e6-4c64-b00a-fc312b6cf101;( ++ );( A );Actinotignum schaalii;2.27;Actinotignum schaalii;2.13;
ab824aa8-ec81-45f0-9b23-cad234b5dbe5;( ++ );( A );Staphylococcus aureus;2.2;Staphylococcus aureus;2.15;
ba24b582-fcf0-4f8e-b309-af9168b60045;( +++ );( A );Corynebacterium jeikeium;2.42;Corynebacterium jeikeium;2.38;
bd776d18-5af0-4800-8466-e0cde5632ed6;( ++ );( A );Staphylococcus epidermidis;2.22;Staphylococcus epidermidis;2.18;
cac4abbc-8037-4ee4-bb2c-97a4e4d9df70;( +++ );( A );Staphylococcus aureus;2.47;Staphylococcus aureus;2.44;
ccc360b0-0a4a-45bd-809d-a6bc4b48b226;( +++ );( A );Escherichia coli;2.34;Escherichia coli;2.27;
d375ff57-716d-4889-a8f1-8a37fc65182f;( +++ );( A );Staphylococcus aureus;2.33;Staphylococcus aureus;2.31;
d69b5867-35a5-4f2f-97bc-598411280787;( ++ );( A );Gardnerella vaginalis;2.02;Gardnerella sp;1.95;
e1ccaff9-c9b0-4934-aacf-d44830a5cd9c;( +++ );( A );Streptococcus sanguinis;2.54;Streptococcus sanguinis;2.27;
e228293b-ab4b-40ff-bd54-13f618630b07;( +++ );( A );Actinotignum schaalii;2.3;Actinotignum schaalii;2.21;
eddb88d8-9d6a-415a-b33d-1fb97a558ddc;( +++ );( A );Escherichia coli;2.35;Escherichia coli;2.29;
f40b64b4-28c9-4fec-a1e7-8a9f731f861d;( ++ );( B );Gardnerella sp;2.22;Gardnerella vaginalis;2.2;
0396656f-78e3-4031-af41-cdb016226b21;( +++ );( A );Escherichia coli;2.33;Escherichia coli;2.18;
066555e3-3d48-4e26-9d15-234bf65ec11b;( ++ );( A );Lactobacillus crispatus;2.11;Lactobacillus crispatus;1.77;
0f74b394-b3e1-4e80-9566-c47eadecad26;( +++ );( A );Escherichia coli;2.31;Escherichia coli;2.26;
0f9e7e55-6d7d-4943-a890-5a772dd5ae72;( +++ );( A );Escherichia coli;2.39;Escherichia coli;2.28;
139c5ed6-230b-4c7a-aebb-d737dcb30e17;( ++ );( A );Lactobacillus jensenii;2.14;Lactobacillus jensenii;1.95;
1aae85c1-23ab-4e26-8692-99d0b4d4447a;( +++ );( A );Escherichia coli;2.37;Escherichia coli;2.29;
251dda85-7831-41a5-9a7b-aaf99801dc80;( ++ );( A );Actinotignum schaalii;2.09;Actinotignum schaalii;2.02;
315c9dc2-e24c-45f8-bbad-063bffe475a4;( +++ );( A );Bacteroides fragilis;2.51;Bacteroides fragilis;2.48;
4402b047-1341-42aa-ba5c-c5005b95691d;( ++ );( B );Gardnerella vaginalis;2.16;Gardnerella sp;2.13;
468cd731-a7fe-4f87-a584-5c95d9a5738f;( +++ );( A );Actinomyces graevenitzii;2.35;Actinomyces graevenitzii;2.29;
4ab80358-9a01-4c85-8942-5853349a2b52;( +++ );( A );Staphylococcus hominis;2.42;Staphylococcus hominis;2.36;
4ed841ce-5267-41a7-8f19-6dfa104b5509;( +++ );( A );Prevotella amnii;2.39;Prevotella amnii;2.31;
518f0825-8662-46f4-9342-7eb65683a5d3;( ++ );( A );Prevotella bivia;2.15;Prevotella bivia;2.13;
5388a094-5050-4d56-9f3c-9aaf80716946;( +++ );( A );Dermabacter hominis;2.4;Dermabacter hominis;2.39;
5b571577-0efb-48ee-99dc-2ff1eaeea393;( +++ );( A );Staphylococcus aureus;2.44;Staphylococcus aureus;2.41;
5bb47821-9d91-44de-bdf2-86c9739a537c;( +++ );( A );Staphylococcus aureus;2.37;Staphylococcus aureus;2.33;
618d0162-cc4a-4e0b-a68e-c890d5c857a2;( ++ );( B );Gardnerella sp;2.16;Gardnerella vaginalis;2.11;
61d5d9d8-002a-4c2b-9eda-821a6f78782f;( +++ );( A );Propionibacterium acnes;2.33;Propionibacterium acnes;2.22;
6260bfef-c147-4309-8b47-e0cb2f2c787d;( ++ );( A );Prevotella bivia;2.25;Prevotella bivia;2.24;
64b62bdd-daed-404c-a1f0-387ea644af20;( +++ );( A );Actinomyces odontolyticus;2.32;Actinomyces odontolyticus;2.2;
736411d1-88a3-4a95-9ae3-2a5c4c1338f7;( +++ );( A );Finegoldia magna;2.33;Finegoldia magna;2.21;
74bfc62f-8511-49ba-bda3-6076d2905363;( +++ );( A );Escherichia coli;2.3;Escherichia coli;2.27;
7e6cd82b-79fa-4ac6-8a5c-f65b7fd8f866;( ++ );( A );Lactobacillus crispatus;2.2;Lactobacillus crispatus;1.88;
8183968d-49ff-4a22-ae69-842a3c1345af;( - );( C );no peaks found;<0;no peaks found;<0;
9ab83631-a15c-459c-91ea-0df54874cf9d;( +++ );( B );Actinotignum schaalii;2.34;Actinotignum schaalii;2.23;
a012c63a-82fe-4c33-a233-1ab86c0be3d3;( ++ );( A );Escherichia coli;2.27;Escherichia coli;2.27;
a6eb21b9-6629-4553-9c23-08a0a7e26124;( ++ );( A );Staphylococcus epidermidis;2.15;Staphylococcus epidermidis;2.11;
b36cab99-a53c-4513-90f6-03fb99af4dfe;( + );( B );Lactobacillus crispatus;1.94;Lactobacillus crispatus;1.83;
bbada8ef-4974-4be4-8386-16ce0ddf6156;( ++ );( A );Propionibacterium acnes;2.01;Propionibacterium acnes;1.93;
c3d1c9f0-b128-4aab-a5a7-86d2bfcb0248;( ++ );( A );Actinotignum schaalii;2.16;Actinotignum schaalii;2.06;
c3d596a6-6c3f-4369-a9d2-a92df662a82c;( + );( B );Propionibacterium acnes;1.92;Propionibacterium acnes;1.9;
c47f1f8c-3cce-44e9-bb57-bebabcb6df99;( +++ );( A );Staphylococcus simulans;2.41;Staphylococcus simulans;2.28;
ce38c088-0e20-4885-bcdd-10e62f646adb;( ++ );( A );Staphylococcus epidermidis;2.19;Staphylococcus epidermidis;2.15;
d0f442f1-4d18-4d98-8d8d-7eef20984d5e;( +++ );( A );Escherichia coli;2.54;Escherichia coli;2.44;
d175b35f-df15-44a1-8537-c5ad8b4a7c94;( ++ );( A );Actinomyces graevenitzii;2.23;Actinomyces graevenitzii;2.21;
d523ee4c-68f4-4275-94c3-fe4c41db8bd5;( +++ );( A );Escherichia coli;2.32;Escherichia coli;2.23;
d5edd765-fc2a-4631-ae30-aff0a095301f;( ++ );( A );Staphylococcus capitis;2.19;Staphylococcus capitis;2.18;
d7454a99-51fd-45a3-8b0b-3a09ab1d1c08;( + );( B );Streptococcus gordonii;1.98;Streptococcus gordonii;1.9;
dacdb6dd-e08b-4602-8e15-44d8818ab2aa;( ++ );( A );Staphylococcus epidermidis;2.14;Staphylococcus epidermidis;2.06;
ef95c602-16c3-4f3d-a7e4-0c5253dbf12a;( ++ );( A );Staphylococcus epidermidis;2.2;Staphylococcus epidermidis;2.17;
f4ba120c-cefb-4af5-9108-0eb775d2a29f;( +++ );( A );Helcococcus kunzii;2.45;Helcococcus kunzii;2.36;
f62262b4-85d3-41ed-90e4-17707b4fb776;( ++ );( A );Staphylococcus epidermidis;2.02;Staphylococcus epidermidis;1.99;
f7733c82-9872-489c-9ac7-857a9f79d17e;( ++ );( A );Staphylococcus epidermidis;2.18;Staphylococcus epidermidis;2.18;
f9ee75d3-ac46-44e9-a455-c29d6ec79654;( ++ );( A );Finegoldia magna;2.2;Finegoldia magna;2.16;
fa010287-49c0-4bdb-962f-126bf87cba30;( ++ );( A );Staphylococcus epidermidis;2.09;Staphylococcus epidermidis;2.08;
fb01316a-0115-49d6-ac73-0d6513feb7a9;( +++ );( C );MIX!Gardnerella vaginalis;2.56;Gardnerella vaginalis;2.52;
fb6f3877-4364-4f2b-bed0-e08bffa1026a;( +++ );( A );Streptococcus constellatus;2.32;Streptococcus constellatus;2;
fd6c6cc5-decb-47de-8b1d-4fe6a72d16af;( ++ );( A );Staphylococcus epidermidis;2.19;Staphylococcus epidermidis;2.11;
0428c53d-0162-4dcf-81c1-15f8d55766b7;( +++ );( A );Pseudomonas aeruginosa;2.38;Pseudomonas aeruginosa;2.28;
158b17c4-db63-450b-8faf-08efbdf70906;( +++ );( A );Gardnerella vaginalis;2.4;Gardnerella vaginalis;2.37;
1867e253-085f-4948-a73d-faac103be3c7;( +++ );( C );Klebsiella oxytoca;2.33;Klebsiella oxytoca;2.25;
37de7b6f-7a11-4146-92a2-f682b089a791;( ++ );( A );Streptococcus agalactiae;2.26;Streptococcus agalactiae;2.25;
3bf427fc-97ae-439d-acca-ea463bb8dc8d;( +++ );( A );MIX!Klebsiella pneumoniae;2.41;Klebsiella pneumoniae;2.33;
4efc1a72-ea22-470e-85f4-975e56ae7d06;( +++ );( A );Pseudomonas aeruginosa;2.33;Pseudomonas aeruginosa;2.28;
52b3916b-3cb2-45c5-a700-68104ada1093;( +++ );( A );Escherichia coli;2.51;Escherichia coli;2.5;
5a18ad9d-5775-4248-8a7c-e56a4a0fd8c8;( ++ );( A );Candida albicans;2.06;Candida albicans;2.03;
690c79a4-0660-493d-a1dd-220425bc6dc7;( +++ );( A );Escherichia coli;2.4;Escherichia coli;2.34;
707748ce-72f0-44a8-acb3-009f738e0b4e;( ++ );( A );Candida albicans;2.14;Candida albicans;2.02;
8f5a2f6c-07d0-40de-aaf0-a26bbb480668;( - );( C );no peaks found;<0;no peaks found;<0;
9b45b417-32e9-4c34-993b-a9344364f1f7;( +++ );( A );Streptococcus agalactiae;2.39;Streptococcus agalactiae;2.35;
b1922c83-cdcd-4d22-8499-c4276d0ef514;( ++ );( A );Serratia marcescens;2.17;Serratia marcescens;2.04;
b561e58c-2967-42ca-b67e-4863b5a14574;( +++ );( A );Escherichia coli;2.49;Escherichia coli;2.48;
bdef4c60-5ac0-4fe9-8fb4-e36b4ff92318;( +++ );( A );Pseudomonas aeruginosa;2.46;Pseudomonas aeruginosa;2.44;
bf01d024-d65d-41ec-8ea4-454ea21274c0;( ++ );( A );Streptococcus agalactiae;2.26;Streptococcus agalactiae;2.25;
d060af01-ad0b-4c69-a10b-539b62b34a00;( +++ );( A );Pseudomonas aeruginosa;2.33;Pseudomonas aeruginosa;2.31;
d11d1f5c-e909-4b5e-8523-a7074f120484;( +++ );( A );Escherichia coli;2.36;Escherichia coli;2.36;
ed60c1fa-b648-4af0-ada8-9441aac0a197;( +++ );( A );Escherichia coli;2.48;Escherichia coli;2.41;
fe0e8771-9f14-4029-be5e-4fd7fab8fb2f;( ++ );( A );Serratia marcescens;2.22;Serratia marcescens;2.07;
06ca3860-206a-4641-b7dc-875613f847a9;( +++ );( A );Enterococcus faecalis;2.39;Enterococcus faecalis;2.34;
0ee141e1-102c-4fc2-b16b-1a6d0c60d37e;( +++ );( A );Enterobacter cloacae;2.34;Enterobacter cloacae;2.25;
143da39f-de2a-4c10-9ecf-932d0153518c;( ++ );( A );Streptococcus anginosus;2.09;Streptococcus anginosus;2.07;
14a45363-853f-43b1-b41f-3bd2d2b01a90;( +++ );( A );Proteus mirabilis;2.51;Proteus mirabilis;2.5;
16fe6c09-895c-4ee2-a6e1-79809409a356;( ++ );( A );Actinotignum schaalii;2.26;Actinotignum schaalii;2.01;
17fe400f-b9de-4ec3-a92e-3634b7519867;( +++ );( A );Enterococcus faecium;2.51;Enterococcus faecium;2.28;
1ffbc07d-1925-45be-b46c-6bbc961a7c1f;( +++ );( A );Alloscardovia omnicolens;2.3;Alloscardovia omnicolens;2.24;
23586f8e-2a62-4e01-9043-35a3d692749e;( - );( C );not reliable identification;1.46;not reliable identification;1.45;
36cd50bf-bb86-4138-9442-ae8db30176eb;( +++ );( A );Enterococcus faecium;2.53;Enterococcus faecium;2.39;
4439efea-2fe5-4e21-928b-6895d78a6666;( +++ );( B );Enterobacter cloacae;2.36;Enterobacter cloacae;2.28;
4455215a-f9ff-433b-b9d9-da24a4e8f2ce;( - );( C );not reliable identification;1.42;not reliable identification;1.37;
485311d8-2e32-4b9e-8b0b-2fb67640df59;( +++ );( A );Escherichia coli;2.38;Escherichia coli;2.34;
4c17c581-067e-4c14-b730-d4ee8d2c2576;( ++ );( A );Lactobacillus crispatus;2.12;Lactobacillus crispatus;1.88;
4e69c97c-b1c4-4466-aeb3-d7af0bd1a979;( + );( B );Lactobacillus crispatus;1.85;Lactobacillus ultunensis;1.72;
4f4b6b14-fbc5-4598-a3ac-01d918fb95d0;( +++ );( A );Klebsiella variicola;2.49;Klebsiella variicola;2.44;
4feca801-c284-4570-a59e-f42b2c47564c;( +++ );( B );Streptococcus mitis;2.45;Streptococcus mitis;2.29;
56634c75-7d08-4f40-9d49-462e235b59d4;( ++ );( A );Candida albicans;2.08;Candida albicans;2.04;
610dca50-07b7-4fca-9a16-bf8542682ca7;( +++ );( B );Lactobacillus gasseri;2.5;Lactobacillus gasseri;2.46;
6172e595-1bb3-4d0b-ae1f-e1f582ffabe3;( ++ );( A );Streptococcus anginosus;2.06;Streptococcus anginosus;2.06;
77a41aaa-0df3-4c76-929d-8c81dfc21409;( +++ );( A );Gardnerella vaginalis;2.6;Gardnerella vaginalis;2.52;
82162273-c903-4a4e-8170-12a5762d5d50;( +++ );( B );Streptococcus mitis;2.33;Streptococcus mitis;2.28;
88c414ad-d61c-4672-94ed-d275b0da658b;( +++ );( A );Citrobacter koseri;2.49;Citrobacter koseri;2.48;
8a3663f6-5900-4cf4-a046-850fe05a84ef;( +++ );( A );Escherichia coli;2.43;Escherichia coli;2.34;
9060f125-2f8e-4c26-95f1-3d36015c2263;( +++ );( A );Proteus mirabilis;2.47;Proteus mirabilis;2.47;
935f8a58-a32e-4f10-8c93-71f10d89971d;( +++ );( A );Lactobacillus gasseri;2.44;Lactobacillus gasseri;2.3;
936fc734-2271-42f6-834c-379c6caaac41;( +++ );( A );Gardnerella vaginalis;2.37;Gardnerella vaginalis;2.36;
94ce3ab1-cda0-4811-8e91-e546dac16d26;( +++ );( B );Klebsiella variicola;2.4;Klebsiella variicola;2.4;
94ffcaff-1ce5-4a78-a8ca-7f9bfc30330d;( ++ );( A );Actinotignum schaalii;2.06;Actinotignum schaalii;2.01;
96f224e8-6cde-461f-911b-aa6393f02992;( ++ );( B );Candida albicans;2.05;Candida albicans_(africana);2.04;
9ee2b8f3-03f5-45e4-9a72-407600841b5b;( ++ );( A );Aerococcus urinae;2.12;Aerococcus urinae;2.06;
a0c9fbf8-e4df-469e-9179-d56ec7447938;( +++ );( B );Streptococcus mitis;2.45;Streptococcus mitis;2.31;
a8613eee-4c7c-43e3-af1f-a7d2a8809975;( +++ );( A );Enterococcus faecalis;2.48;Enterococcus faecalis;2.46;
aab251b7-fc0a-4dd3-9754-34a82c51948c;( ++ );( A );Staphylococcus simulans;2.18;Staphylococcus simulans;2.14;
acebb5fa-7810-4945-b653-28e5a46f64ca;( ++ );( A );Candida krusei;2.2;Candida krusei;2.02;
af3450a2-6cd6-4178-b3f6-63d1aa207009;( +++ );( A );Escherichia coli;2.49;Escherichia coli;2.39;
c51ead8d-8af5-4c95-8c9f-fd8541f0c311;( +++ );( A );Enterococcus faecalis;2.41;Enterococcus faecalis;2.34;
c712aec6-c9d0-4c07-9f11-27e2eab3b74e;( +++ );( A );Escherichia coli;2.36;Escherichia coli;2.23;
c8c8289e-58e5-4e73-8b57-fd3654a2177f;( +++ );( A );Gardnerella vaginalis;2.53;Gardnerella vaginalis;2.51;
ce53e223-37ce-4c47-9b3c-7cbb66f72859;( +++ );( A );Gardnerella vaginalis;2.3;Gardnerella vaginalis;2.25;
d1b7685e-7821-40ca-b2d7-57c2e07e6200;( +++ );( B );Enterococcus avium;2.38;Enterococcus avium;2.32;
d4c7d349-eddc-46d5-8ddf-2bc0d208746b;( +++ );( A );Lactobacillus gasseri;2.49;Lactobacillus gasseri;2.46;
d8a36cb2-1ed3-4fac-9dfd-9c4212735d14;( +++ );( B );Lactobacillus gasseri;2.46;Lactobacillus gasseri;2.44;
daaecfb7-d0da-4d07-a5a2-b8d0d621af6d;( +++ );( A );Gardnerella vaginalis;2.57;Gardnerella vaginalis;2.47;
dadd9ca8-c238-41cd-b3b3-679919ff187b;( ++ );( A );Lactobacillus jensenii;2.07;Lactobacillus jensenii;2;
dfa0c300-9541-4314-a096-e7f7930eae25;( ++ );( A );Candida albicans;2.05;Candida albicans;2.03;
e78a5a3e-9cee-4162-b57e-f2a88b8a81b5;( +++ );( A );Escherichia coli;2.42;Escherichia coli;2.4;
f8f8d288-ea67-4cd7-8c38-240c171f3831;( +++ );( A );Enterococcus faecalis;2.43;Enterococcus faecalis;2.37;
f95431e8-16aa-4187-85c4-8b3971da0d0e;( ++ );( A );Lactobacillus crispatus;2.13;Lactobacillus crispatus;1.9;
4d46d1fd-f1b8-4bf3-be52-f570871f364e;( ++ );( A );Candida dubliniensis;2.05;Candida dubliniensis;1.99;
a0328117-202a-449b-a8a0-7041a1336ea4;( ++ );( A );MIX!Haemophilus parainfluenzae;2.28;Haemophilus parainfluenzae;2.12;
037a1653-028c-4dee-a893-2d12b4dd9224;( + );( B );Candida albicans;1.97;Candida albicans;1.91;
1b963539-011e-489e-9de1-e0ba8a6c4337;( +++ );( A );MIX!Haemophilus parainfluenzae;2.5;Haemophilus parainfluenzae;2.47;
30327a50-4e05-407b-be3d-de1bf03d20c8;( +++ );( A );Haemophilus influenzae;2.46;Haemophilus influenzae;2.42;
37493d5e-4aa1-470d-a565-7c7927013437;( +++ );( A );Escherichia coli;2.42;Escherichia coli;2.37;
38d83e18-71a3-46a8-80a1-276553f1a05f;( + );( B );Haemophilus influenzae;1.93;Haemophilus influenzae;1.88;
4c97e16f-5eba-4a2a-bc42-1aefaecf064c;( +++ );( A );Escherichia coli;2.35;Escherichia coli;2.32;
5b530c44-d5ed-4243-828a-f29405b568bd;( ++ );( A );Candida albicans;2.2;Candida albicans;2.1;
62695e5f-a230-445c-98fb-1312990fd325;( +++ );( C );Klebsiella oxytoca;2.43;Klebsiella oxytoca;2.42;
7339ef94-5109-429e-814f-2148d70cc60a;( - );( C );no peaks found;<0;no peaks found;<0;
7d33bb1c-a2f8-47ee-a76c-b21865bb012c;( +++ );( A );Enterococcus faecalis;2.47;Enterococcus faecalis;2.31;
8c24c687-a32a-421a-b55a-e713518a3ad4;( ++ );( B );Streptococcus constellatus;2.27;Streptococcus constellatus;2.08;
8c39a40d-1663-40ea-b596-e166d607a422;( +++ );( A );MIX!Escherichia coli;2.43;Escherichia coli;2.42;
bc5361db-2254-4c63-9758-e0c9248a2c4a;( ++ );( B );Neisseria subflava;2.1;Neisseria flavescens;2.08;
c9ae92ff-37f3-4ee9-8ce2-cedd08aa30f8;( +++ );( A );Moraxella_sg_Branhamella catarrhalis;2.44;Moraxella_sg_Branhamella catarrhalis;2.43;
cbc3bdce-245b-43fc-a444-1944b72c0f7e;( +++ );( A );Haemophilus influenzae;2.41;Haemophilus influenzae;2.41;
d68ef520-9459-493c-bf25-56a5a36bf0ed;( +++ );( C );MIX!Escherichia coli;2.59;Escherichia coli;2.56;
dd7d0bbf-995b-4849-80e8-8f38387a7ec1;( +++ );( C );Klebsiella oxytoca;2.52;Klebsiella oxytoca;2.43;
efe0300f-ea4e-43c5-81da-92865a71eb59;( ++ );( B );Candida albicans;2.2;Candida albicans;2.11;
f3b75f14-b309-4d89-acd0-fe131dd999fc;( ++ );( A );Candida albicans;2.12;Candida albicans;2.1;
f83be450-bddc-407a-821d-d23634c6799c;( +++ );( A );Enterococcus faecalis;2.43;Enterococcus faecalis;2.35;
071d4824-066b-4e3a-99ab-ae5ddfc19bf0;( +++ );( A );Propionibacterium acnes;2.38;Propionibacterium acnes;2.3;
1ebf20b9-f225-45eb-ac94-420ec5b337e1;( ++ );( A );Staphylococcus epidermidis;2.1;Staphylococcus epidermidis;2.08;
2852c8aa-62ba-4e3a-b986-233e84384332;( ++ );( A );Streptococcus constellatus;2.22;Streptococcus constellatus;1.99;
46af8c2d-7458-435e-a735-529486bafe9d;( - );( C );not reliable identification;1.11;not reliable identification;1.06;
4f888574-0d66-4597-a6fc-4d0410a8419d;( ++ );( A );Staphylococcus epidermidis;2.1;Staphylococcus epidermidis;2.09;
9511188d-8464-4ffb-b63f-00e12e55370c;( ++ );( A );Finegoldia magna;2.22;Finegoldia magna;2.13;
96107c09-d973-429a-a11d-a9b1dfed99de;( +++ );( B );Bacteroides faecis;2.43;Bacteroides thetaiotaomicron;2.09;
98321984-326b-4134-b67e-00c7ad41a5c3;( +++ );( B );Bacteroides faecis;2.45;Bacteroides thetaiotaomicron;2.06;
ad13f75f-a4c3-4978-953b-ae0b335dad10;( +++ );( B );Bacteroides faecis;2.51;Bacteroides thetaiotaomicron;2.19;
b17c658d-728b-4208-baa9-f2c7c1f4eefb;( +++ );( B );Bacteroides faecis;2.46;Bacteroides thetaiotaomicron;2.11;
b47fd126-6fce-4b28-b85f-ac72d8231660;( +++ );( A );Peptoniphilus harei;2.36;Peptoniphilus harei;2.21;
b7ce2345-16ea-4fef-bb6e-e89a201136c7;( ++ );( A );Clostridium difficile;2.29;Clostridium difficile;2.22;
bb0021a2-7f2a-4d45-bf8e-7d1871ccc812;( ++ );( A );Peptoniphilus harei;2.18;Peptoniphilus harei;2.17;
c565e941-a270-421c-94e9-c59755c46e27;( +++ );( A );Staphylococcus epidermidis;2.36;Staphylococcus epidermidis;2.14;
cd894b83-ecd2-4a43-a24f-e25a7ef4acf3;( ++ );( B );Serratia marcescens;2.27;Serratia marcescens;2.22;
d36d4675-57d1-4f32-ac0f-6fbca19baf7e;( +++ );( B );Bacteroides faecis;2.44;Bacteroides thetaiotaomicron;2.2;
d4e3a663-d84c-47e2-8745-df9cb17a39c2;( +++ );( A );Enterococcus faecalis;2.45;Enterococcus faecalis;2.39;
e3e18f14-9dc5-4094-b2b4-701fe59fbfc7;( ++ );( A );Staphylococcus epidermidis;2.21;Staphylococcus epidermidis;2.17;
eb0d6308-1885-4144-85fd-b03ff5c2e1b0;( ++ );( A );Actinomyces neuii;2.2;Actinomyces neuii;2.2;
eefe20af-bad5-49bd-aa7f-c9922dd74b55;( +++ );( A );Clostridium difficile;2.33;Clostridium difficile;2.24;
f7dc06fb-5eca-4723-a786-165e1b529e0a;( - );( C );not reliable identification;1.39;not reliable identification;1.33;
37c8bbbb-3fd9-4162-8536-d7c80f4aa94e;( +++ );( A );Staphylococcus aureus;2.43;Staphylococcus aureus;2.27;
44397d37-4e85-4c60-8a53-b2a334757647;( +++ );( A );Staphylococcus aureus;2.4;Staphylococcus aureus;2.39;
4dff1e68-e7cb-4b7d-9537-4e700b53c46a;( +++ );( A );Moraxella_sg_Branhamella catarrhalis;2.48;Moraxella_sg_Branhamella catarrhalis;2.46;
c077eb0d-2117-42c6-81bd-317dc1d4fbae;( +++ );( A );MIX!Neisseria meningitidis;2.67;Neisseria meningitidis;2.59;
dafb03c8-b55b-4a51-8d03-2c5b6f4d72d0;( +++ );( A );Staphylococcus aureus;2.42;Staphylococcus aureus;2.37;
f79ca3c9-ad5b-4016-9883-994a4bfee8cb;( +++ );( A );Haemophilus influenzae;2.51;Haemophilus influenzae;2.45;
f7e44e1b-e4d5-4167-bdaf-13238efa9a4a;( +++ );( A );Escherichia coli;2.33;Escherichia coli;2.32;
02bfb61b-f6b1-4860-a06f-2dbf30b0e51f;( +++ );( A );Enterococcus faecalis;2.51;Enterococcus faecalis;2.41;
0a21a883-ded6-495d-a0e1-ed987bc8b6cd;( +++ );( B );Enterobacter cloacae;2.39;Enterobacter ludwigii;2.12;
0c4b23d7-14dc-4bc3-a0f7-26e814522e78;( + );( B );Candida albicans;1.85;not reliable identification;1.69;
3307f81d-8bdd-4e9e-82a1-123922b87988;( ++ );( A );Candida albicans;2;Candida albicans;1.88;
3ba11098-fdbf-4781-b923-5528a7cb1c54;( +++ );( A );Enterococcus faecalis;2.53;Enterococcus faecalis;2.38;
5732894c-c083-4e7c-8a2b-c6fa618d5669;( +++ );( A );Hafnia alvei;2.68;Hafnia alvei;2.57;
59465561-7792-4864-9454-2d913536f399;( +++ );( A );Streptococcus agalactiae;2.3;Streptococcus agalactiae;2.3;
667e0c96-6295-494f-90a6-b2042b553ad4;( +++ );( A );Streptococcus anginosus;2.37;Streptococcus anginosus;2.3;
8bc45355-0d53-4a14-9a73-a4e6cc2a562a;( +++ );( A );Streptococcus agalactiae;2.4;Streptococcus agalactiae;2.34;
998fb6c0-3726-4a0c-8744-e6161dd333b6;( +++ );( A );Serratia liquefaciens;2.45;Serratia liquefaciens;2.41;
9c037c1f-bbdb-4ca6-87c2-cf606d50350a;( +++ );( B );Serratia liquefaciens;2.49;Serratia liquefaciens;2.43;
9cb43a10-1cf9-4e27-8979-08fc80f7e595;( +++ );( A );Enterococcus faecalis;2.47;Enterococcus faecalis;2.4;
a23a3dc6-533e-4009-b3f5-eb22abd5a68e;( +++ );( B );Klebsiella pneumoniae;2.49;Klebsiella pneumoniae;2.43;
bb76213d-4e42-4d35-ac01-2f373e32a8f3;( +++ );( B );Klebsiella variicola;2.42;Klebsiella variicola;2.42;
c56b864c-1917-4aa9-adae-f0a5b67fe6a3;( +++ );( B );Klebsiella pneumoniae;2.56;Klebsiella pneumoniae;2.48;
d12bc4cc-ccf2-4f82-9ec3-2dbbe4d4fe23;( +++ );( B );Klebsiella pneumoniae;2.53;Klebsiella pneumoniae;2.52;
d6ff02a0-8f51-4c51-bc02-487b91b4d791;( +++ );( B );Serratia liquefaciens;2.4;Serratia liquefaciens;2.36;
